data,Battery,Camera,Performance,Display,Design,Packaging,Price,Shop_Service,Shipping,General,Others
máy đơ không sử_dụng được . cửa_hàng không giải_quyết,,,Negative,,,,,Negative,,,
máy xài cũng tốt mà pin sạc 3 tiếng không đầy được . thân máy bị hở,Negative,,,,Negative,,,,,Positive,
"Điện_thoại Xiaomi_Redmi note 13 , mua sale cho bố_mẹ sử_dụng , khá là ok trong tầm giá",,,,,,,Positive,,,,
dịch_vụ chăm_sóc khách_hàng đúng tệ hài từ 1 đơn_vị bán hàng lớn + chính_sách shopee lừa_đảo có tổ_chức,,,,,,,,Negative,,,
"sản_phẩm : sản_phẩm chất_lượng kém mua full hộp có cáp sạc cho chắc_chắn hàng mới , nhưng thật_ra là điện_thoại đã qua sử_dụng , máy chưa cài gì nhưng khá đơ . nhưng với mức giá hơn 1triệu 2 trăm thì tạm chấp_nhận , nhưng cáp sạc + củ sạc mới gì hỏng không sử_dụng được , biết thế mua loại không hộp hơn 900k cho_rồi . có khác gì mấy đâu . nói_chung cân_nhắc khi mua .",Negative,,Negative,,,,Positive,,,Negative,
"Màn_hình hiển_thị màu_sắc bình_thường , không quá nổi_bật . Phần_mềm vận_hành tạm ổn cho các nhu_cầu cơ_bản .",,,,Neutral,,,,,,Neutral,
"Dmua được giá hời , gần 8tr cho ram 12 . Dán sẵn cường_lực cho khách",,,,,,,Positive,,,,
"Dùng rất êm mượt , thông_báo ngon , chụp hình chân_dung rất đẹp . Mua cận cao_cấp mà cỡ này rồi . Mua cao_cấp không biết ngon cỡ nào nữa đây",,Positive,Positive,,,,,,,,
"tản nhiệt bết thông_số không đạt máy nóng , throttling mạnh khi chơi game ,",,,Negative,,,,,,,,
"Nhóm màu : blue Dung_lượng lưu_trữ : 128gb giao hàng nhanh , hàng lazmall apple chính hãng việt_nam",,,,,,,,,Positive,,
"giao hàng nhanh , có mỗi máy không , không có phụ_kiện gì kèm theo , sử_dụng được trong tầm giá . tiền_nào_của_ấy ",,,,,,,Positive,,Positive,,
"hiệu_năng ì khi chạy song_song , camera trước đục_ngầu . dịch_vụ khách_hàng không nhắn_tin , pin hết 3 giờ xem clip .",Negative,Negative,Negative,,,,,Negative,,,
"Hàng đúng như mô_tả , sản_phẩm chính hãng , đóng_gói chắc_chắn , nhân_viên giao hàng thân_thiện",,,,,,Positive,,,Positive,,
"Nhóm màu : đen Dung_lượng lưu_trữ : 6 gb +128 gb máy_ảnh chất_lượng cao cho những bức ảnh tuyệt đẹp , tuỳ chọn thanh_toán dễ_dàng và tiện_lợi ,",,Positive,,,,,,,,,
Hàng đóng_gói cẩn_thận giao hàng nhanh để sài 1 thời_gian coi sao đã,,,,,,Positive,,,Positive,,
Đã nhận hàng.điện thoại tuyệt vời.đúng đầy_đủ như đặt_hàng mỗi_tội pin đểu nhanh hết.hôm nào rảnh đi thay pin xịn là tốt . Loa hơi rè hôn nào rảnh thay loa nữa lại tốt .,Negative,,,,,,,,,Negative,
Cửa_hàng nhiệt_tình tư_vấn sản_phẩm tốt đóng_gói chống va_đập tốt giao hàng nhanh,,,,,,Positive,,Positive,Positive,,
"màu : clear dòng sản_phẩm tương_thích : iphone 14 promax bảo_vệ chống trầy_xước và dấu vân tay ,",,,,,,,,,,Neutral,
"Chất_lượng sản_phẩm : kha tốt Đúng với mô_tả : dung Tính_năng nổi_bật : nghe , gọi mình thay các bạn làm_việc thì mua để gọi điện thôi , máy nhỏ dễ mang , mình không bt s bộ_nhớ bị đầy , không chơi được game nhe mọi người , nói_chung khuyên chỉ mua để phục_vụ công vc , không giải_trí",,,,,Positive,,,,,,
tệ chất_lượng màn_hình thì loang_lổ sử_dụng chưa được một hôm thì vừa liệt vừa loạn cảm_ứng lung_tung,,,,Negative,,,,,,,
"Sản_phẩm tốt giá hơi mua được giá sale với giá 5 triệu 8 , hài_lòng ổn_định để ủng_hộ trong lần mua tiếp_theo",,,,,,,Positive,,,,
"cửa_hàng tặng nhiều món , sản_phẩm sử_dụng tốt , cảm_ơn cửa_hàng somuck , sử_dụng rất thích",,,,,,,,,,Positive,
"Tính_năng nổi_bật : good Đúng với mô_tả : đúng Chất_lượng sản_phẩm : tốt Chịu lực tốt , gõ không vỡ",,,,,,,,,,Positive,
"cửa_hàng giao hàng đúng như giới_thiệu , tư_vấn nhiệt_tình , sử_dụng thấy ổn_định , tốt , giá rẻ hơn mua cửa_hàng , độ bền chờ thời_gian , giao hàng nhanh , ủng_hộ cửa_hàng .",,,,,,,Positive,Positive,Positive,,
"color : đen-2 xl dễ phối đồ và linh_hoạt , chất_liệu chất_lượng cao , lý_tưởng cho hoạt_động thể_thao ,",,,,,,,,,,,Neutral
"hiệu_năng giảm mạnh khi pin thấp . không ổn_định . bị bóp hiệu_năng . máy chạy rất chậm khi pin dưới 30% , cảm_giác rất khó_chịu . đóng_gói chắc_chắn . chăm_sóc khách_hàng không có giải_pháp",Negative,,Negative,,,Positive,,Negative,,,
"Đúng với mô_tả : đúng với mô_tả Chất_lượng sản_phẩm : tốt Tính_năng nổi_bật : vân tay nhúng trong màn_hình máy tốt , sử_dụng ngón đã ủng_hộ cửa_hàng nhiều lần",,,,,,,,,,Positive,
"khả_năng lưu_trữ : 256gb Nhóm màu : màu xám máy mới tốt , chỉ tiếc là có 1 khay sim  đồ mười mấy triệu mà đóng hàng chỉ cuốn màng hơi thôi huhu , không biết lúc vận_chuyển nó quăng như nào nữa",,,,,,Negative,,,Negative,,
máy sử_dụng mượt pin trâu giá hạt rẻ,Positive,,Positive,,,,Positive,,,,
Đúng theo nhà_sản_xuất về thông_số camera ; chưa đánh_giá liệu giá có tương_xứng .,,Neutral,,,,,,,,,
Hàng ô_kê nhé nên mua nha mọi người ưng lắm nè giao nhanh cửa_hàng đóng_gói okela lá lô lắm,,,,,,Positive,,,Positive,,
"Nhóm màu : black Dung_lượng lưu_trữ : 128gb màu_sắc tuyệt đẹp , khó lựa_chọn ! ,",,,,,Positive,,,,,,
"Máy dựng , loa rè , xem phim trên google hay bị lỗi",,,,,,,,,,Negative,
Nhóm màu : tai nghe .. Dung_lượng lưu_trữ : 8gb máy sử_dụng ổn chụp hình nét giao hàng nhanh,,Positive,,,,,,,Positive,,
Nhóm màu : desert Dung_lượng lưu_trữ : 256gb đã nhận được hàng . Cửa_hàng giao nhanh đóng_gói cẩn_thận đúng mẫu đã đặt cảm_ơn cửa_hàng .,,,,,,Positive,,,Positive,,
Loa ngoài nghe kém quá . Xem clip hay nghe điện_thoại ở moi trường hơi ồn tí là chả nghe được gì,,,,,,,,,,Negative,
"pin phồng nhẹ an_toàn pin không rõ lo_ngại an_toàn , không dám sạc qua đêm ,",Negative,,,,,,,,,,
Hiệu_năng xử_lý các tác_vụ cơ_bản như duyệt web và xem phim .,,,Neutral,,,,,,,,
"Được_cái mã ngoài đẹp còn bên trong dở tệ , sử_dụng gần 1 tháng lỗi tùm_lum , pin thì tụt nhanh như tụt quần người_yêu , báo cửa_hàng thì đổ tại máy tự cài ud của hãng rồi im_re luôn . Zalo + mess thì miss liên_tục trong khi đã mở full quyền .",Negative,,,,,,,Negative,,Negative,
"Đóng_gói cẩn_thận , giao hàng nhanh , đầy_đủ phụ_kiện . Nói_chung ok",,,,,,Positive,,,Positive,,
"Điện_thoại cũ nhưng quá kém , nút nguồn bị liệt , sạc không vô .",Negative,,,,Negative,,,,,,
"Cảm_ứng "" chậm "" là quảng_cáo sai ghost touch , vuốt lag ,",,,Negative,,,,,,,,
"điện_thoại đúng quảng_cáo , tình_trạng tốt . máy nhà mạng verizon khi set up tải nhiều game . hình_như còn cập_nhật được security và patch nhỏ của android 13 . máy có một_số tiện_ích của verizon có_thể thử xem . đặc_điểm máy có loa mono , đủ sử_dụng . màn_hình lcd , hơi nhạt so với oled , camera bình_thường , không có ois . pin còn tốt nhưng đã suy_giảm , sử_dụng heavy duty có_thể không hết cả ngày . sạc turbo charge nhanh nhưng phải có đúng dây và charger . máy khá toàn_diện . tải nhiều sử_dụng wifi và multi task thấy nóng . sử_dụng thêm để xem có lỗi ...",Negative,Neutral,,Neutral,,,,,,,
"Nhóm màu : đen Dung_lượng lưu_trữ : 128gb tuyệt_vời , hàng chính hãng , giá lại rẻ hơn chỗ khác . 5 Sao cho cửa_hàng nha . Sẽ ủng_hộ nếu có nhu_cầu tiếp",,,,,,,Positive,,,,
"điện_thoại đẹp lắm , cửa_hàng đóng_gói kỹ_càng , chất_lượng thì chưa biết phải dùng thử",,,,,Positive,Positive,,,,,
hình_ảnh và video chỉ mang tính_chất nhận su còn chất_lượng của sản_phẩm chua biết nhung không được đập_hộp,,,,,,,,,,,Neutral
"Nhóm màu : trắng Phân_loại sản_phẩm : 8/12 8gb mới nhận xong , chưa có thời_gian trải_nghiệm .",,,,,,,,,,Neutral,
"phần_mềm rác nhiều không đề_cập bloatware chạy nền ngốn pin , lag ui ,",,,Negative,,,,,,,Negative,
sane phẩm khá là tốt đó nha mọi người hãy mua sản_phẩm này ngay nhé,,,,,,,,,,Positive,
"Color family : xanh ngọc variation 3 : 4g b / 6 4g b phone is as advertised , works well and runs smoothly great device .",,,,,,,,,,,Neutral
"Kiểu_dáng đẹp nhưng không mượt , bị đứng màn_hình hoài , với bị giật màn_hình khi sạc , tắt điện_thoại rồi mở lại mới hết , nói_chung không ổn lắm , pin thì bị chai , sạc vô rất chậm , có_lẽ hơi bị sai_lầm , giá này mua mà không có tặng cáp sạc gì hết , pin lại chai , tải gì cũng mạnh nhưng lướt thì bị đơ màn hinh.藍藍藍 , cửa_hàng nên test kỹ va bảo_trì tốt hơn_nữa để mang đến chất lương cho khách_hàng và uy_tín cho mình .",Negative,,Negative,Negative,Positive,,,,,,
"Nhóm màu : midnight Dung_lượng lưu_trữ : 128gb chính hãng , mã vna . Đóng_gói cẩn_thận . Được tặng túi vải rất đẹp , kèm một xấp bao lì_xì tết .",,,,,,Positive,,,,,
Màn_hình có kích_thước và độ_phân_giải như thông_số đã công_bố .,,,,Neutral,,,,,,,
"Giao nhầm phường , pin chỉ 1 giờ 45 phút gọi điện . Camera macro tối_tăm , dịch_vụ cắt đứt đột_ngột .",Negative,Negative,,,,,,,Negative,,
"bạn thân_mến ơi , cửa_hàng thấy đơn hàng của bạn đã được giao thành_công ạ ^ ^ nếu cảm_thấy ưng_ý hãy cho cửa_hàng xin đánh_giá 5 sao nhé.徭徭徭徭徭",,,,,,,,,,,Neutral
"tồi khác xa không có hiệu_năng giật lag liên_tục . chăm_sóc khách_hàng bỏ mặc . ,",,,Negative,,,,,Negative,,,
Điện_thoại đẹp chất_lượng tốt,,,,,,,,,,Positive,
Đúng với mô_tả : không Tính_năng nổi_bật : không Chất_lượng sản_phẩm : tệ Màn_hình điện_thoại hở.hang quá tệ,,,,Negative,,,,,,,
"Màu_sắc : màu ngẫu_nhiên sản_phẩm : tốt 5 sao hàng xuất_sắc nhé mọi người , hàng đúng chính hãng ạ , ngoại_hình mới đẹp , mình rất thích , và ưng_ý về sản_phẩm , cảm_ơn cửa_hàng nhé",,,,,Positive,,,,,,
Con máy chính hãng quá ổn so với tầm giá,,,,,,,Positive,,,,
"chăm_sóc khách_hàng không có giải_pháp hữu_hiệu . hứa suông . hỗ_trợ kém . báo lỗi thì chỉ_bảo cập_nhật phần_mềm , không có giải_pháp cụ_thể . pin sụt nhanh",Negative,,,,,,,Negative,,,
Phiên_bản : 2022 snap680 variation 3 : ram 6/12 8gb cửa_hàng gói hàng rất tốt . Và giao hàng phụ_kiện cũng đầy_đủ . Giao hàng tốt . Cửa_hàng cũng tư_vấn nhiệt_tình .,,,,,,Positive,,Positive,Positive,,
"Phiên_bản : ram 6/12 8gb sản_phẩm được bao_bì đóng_gói cẩn_thận , chắc_chắn . Máy_tính bảng này mới 100% , chạy rất mượt_mà , êm_đềm . Rất cám_ơn cửa_hàng . Giao hàng nhanh_chóng xin được tặng cửa_hàng năm sao . Xin cám_ơn em giao hàng",,,Positive,,,Positive,,,Positive,,
"Hàng đúng như mô_tả , đẹp dễ sử_dụng , lò xơ_cứng , sử_dụng tiện_lợi . Cửa_hàng đóng_gói cẩn_thận giao hàng nhanh_chóng .",,,,,,,,,,,Neutral
Variation 3 : bạc variation 1 : nguyên seal giao hàng nhanh . Đúng hàng .,,,,,,,,,Positive,,
"săn sale trên live được giá tốt quá_chừng , màn_hình đẹp , máy nhẹ , lướt mượt",,,,Positive,,,Positive,,,,
"Sản_phẩm chất_lượng cao , nguyên sét , mọi người nên mua nhé",,,,,,,,,,Positive,
"Bị trầy , giống hàng display ' mới 100% ' sai cam có điểm đen , đổi trả khó ,",,Negative,,,Negative,,,Negative,,,
chăm_sóc khách_hàng hứa đổi nhưng kéo_dài 1 tuần . hiệu_năng wifi yếu kết_nối hay drop . camera chụp thiếu sáng tối_om .,,Negative,Negative,,,,,Negative,,,
"Chất_lượng sản_phẩm : phần_mềm tệ ram 8gb mà app load lại pin 6k nhưng phần_mềm tệ cảm_giác sử_dụng như pin 5k3 với_lại 1 phần con chip này không có nhân tiết_kiệm điện nên hao pin , ram 8gb mở có 3,4 mà app load lại suốt , mọi người suy_nghĩ trước khi mua vì mua mà có lỗi trả hàng cũng bị trả về mà_còn bị làm sướt màn_hình nữa",Negative,,Negative,Negative,,,,,,Negative,
"Phân_loại sản_phẩm : a31 256gb máy ổn , kiểm_tra tệp dụng lượng đúng như mô_tả chụp hình tốt , xem facebook , youtube mượt_mà , kiểu_dáng đẹp cửa_hàng uy_tín , giao hàng đúng hẹn phục_vụ , chất_lượng máy tốt , rất yên_tâm về sản_phẩm , 100 điểm cho cửa_hàng nhé   Thời_lượng pin : ổn  Chất_lượng camera : tốt ⚡ Hiệu_suất : ổn",,Positive,Positive,,Positive,,,,Positive,,
"nóng ran tốt pin yếu . vừa sạc vừa sử_dụng máy nóng_bỏng tay , pin thì tụt như uống nước .",Negative,,,,,,,,,,
vừa_mới đập_hộp bị trầy xướt nhưng không được đổi máy . quá thất_vọng,,,,,,,,Negative,,,
"màu máy : màu đen sản_phẩm : samsung a50s 4/6 4g b sản_phẩm nhận được ưng_ý hêt sức vậy á chất_lượng cao nha , pin bọng khá tốt , cam thì siêu nét rồi , giá thì tốt so với sàn , mà quan_trọng là rất tốt luôn ý.mọi người nếu cần sản_phẩm tốt mà giá hời thì nên sắm em này sử_dụng yết vivu luôn á , cảm_ơn cửa_hàng cute nhoa  , mình sẽ giới_thiệu cho họ_hàng nè ka ka ka",Positive,Positive,,,,,Positive,,,,
"Lần đầu_tiên mua hàng bên cửa_hàng mà không được đồng kiểm , rất lo và ái_ngại . May_mà điện_thoại cửa_hàng đóng_gói cẩn_thận . Nguyên hộp . Khá hài_lòng . Máy mới khá mượt . không biết có bền không . Sẽ trải_nghiệm và nếu ổn sẽ quay lại ủng_hộ cửa_hàng ạ .",,,Positive,,,Positive,,,,,
"Color family : random color sản_phẩm : máy sử_dụng rất ổn , cấu_hình thì không cần phải bàn , bề_ngoài đẹp , giá cũng hợp_lý .",,,,,Positive,,Positive,,,,
"Mắc hơn cả mấy hãng cao_cấp khác , đúng là bóp_cổ người dùng",,,,,,,Negative,,,,
"Bật mạng điện_thoại rất nóng , pin sử_dụng chỉ được 3h từ 100%",Negative,,,,,,,,,,
"Hàng đẹp như mô_tả , dùng lâu mới biết đk , cơ_bản nhận về ngoại_hình oke",,,,,Positive,,,,,,
"hàng mới nguyên trong hộp , như quảng_cáo , đóng_gói cẩn_thận , chưa sử_dụng nên chưa biết chất_lượng",,,,,,Positive,,,,,
"máy sử_dụng tương_đối lag , kiểu không mượt , sử_dụng không cảm_giác đây là máy mới mua . mình sử_dụng được cỡ 30 ngày mới đánh_giá , và thấy khá chậm . với giá này chắc cũng không đòi_hỏi gì hơn",,,Negative,,,,Neutral,,,,
Không sử_dụng như các điện_thoại bàn khác,,,,,,,,,,,Neutral
Máy oke . Hi_vọng dùng lâu_dài không vấn_đề gì . Hộp sạc đầy_đủ . Giá tốt .,,,,,,,Positive,,,Positive,
"Độ sáng màn_hình vừa đủ dùng trong nhà , vị_trí các nút bấm vật_lý thuận_tiện .",,,,Neutral,Neutral,,,,,,
Nhóm màu : màu hồng loại : 1sim mình đặt màu hồng nhưng cửa_hàng giao màu xanh dương .,,,,,,,,,Negative,,
Hàng tốt có cả ốp lưng đơn trước thì không .,,,,,,,,,,Positive,
"Dung_lượng lưu_trữ : 12 + 256 gb giao đúng loại đặt , giao hàng nhanh",,,,,,,,,Positive,,
cũng tốt !,,,,,,,,,,Positive,
Tính_năng nổi_bật : sử_dụng mượt như ngọc trinh Chất_lượng sản_phẩm : tốt Đúng với mô_tả : đúng sản_phẩm bên cửa_hàng vừa rẻ vừa tốt nè . Mình sẽ ủng_hộ lần kế_tiếp ạ . Các bạn vào ủng_hộ cửa_hàng nhé . Mình đã sử_dụng nên quên hog chụp ảnh lại ạ . Cửa_hàng thông_cảm mình sử_dụng ảnh minh_hoạ để nhận xu ạ,,,Positive,,,,Positive,,,,
"Máy loạn cảm_ứng cửa xổ không sử_dụng được , mất thời_gian",,,,,,,,,,Negative,
Tính_năng nổi_bật : máy nát bét Chất_lượng sản_phẩm : quá tệ Đúng với mô_tả : không đúng 1 tí nào cảm_ứng đơ lag máy vỏ mới máy cũ jack 3.5 oxi hoá kích ram rom ảo pin cũ sử_dụng lúc hết sạc chậm mà ghi 18w ... quá nhiều vấn_đề cửa_hàng cãi cùn nhắn_tin không trả_lời,Negative,,Negative,,Negative,,,Negative,,,
"Chất_lượng sản_phẩm : máy tốt , giao hoả_tốc nhận được sau 3 tiếng đặt , mình không để í pin ở ngoài tưởng máy lỗi , nhắn cửa_hàng trả_lời ngay",,,,,,,,Positive,Positive,,
"Đóng hàng quá hời_hợt . Hộp móp méo , thủng nhẹ . Chăm_sóc khách_hàng trả_lời vô_cảm . Nhận hàng hộp bị biến_dạng . Chăm_sóc khách_hàng bảo không sao . Giao hàng không gọi điện",,,,,,Negative,,Negative,Negative,,
"giá rẻ giao hàng nhanh , chất_lượng máy phù_hợp giá tiền , mình mua máy được nửa ngày thấy có chút lag nên bán lại luôn",,,Negative,,,,Positive,,Positive,,
"Tản nhiệt kém quạt / tản không hiệu_quả máy nóng , hiệu_năng tụt ,",,,Negative,,,,,,,,
điện_thoại fullbox mới pin sử_dụng cũng tốt loa to mic rõ cửa_hàng khoá uy_tín cho cửa_hàng 5 sao,Positive,,,,,,,,,Positive,
"Likenew 98% , mới nhận được hàng sáng nay , sẽ đánh_giá sau khi sử_dụng .",,,,,,,,,,Neutral,
"Nhóm màu : trắng Phân_loại sản_phẩm : 8/12 8gb điện_thoại cond xịn xò nha , không thấy trầy_xước luôn á , box gói kĩ , tặng củ sạc kèm theo , tiếc là oder trắng mà giao con_đỏ nè hu_hu , cửa_hàng bảo lựa con xinh_xinh mới nên mới z",,,,,Positive,Positive,,,,,
"Tạm ổn . Xem youtube hay bị lỗi cấu_hình , pin 6000 nhưng hao pin nhanh .",Negative,,,,,,,,,Negative,
tắt nguồn liền các nút thoát bấm không ăn ,,,,,,,,,,Negative,
sản_phẩm : sản_phẩm không như mô_tả,,,,,,,,,,Negative,
Tính_năng nổi_bật : loa hay,,,,,,,,,,Positive,
Màn_hình hiển_thị với độ_phân_giải cơ_bản .,,,,Neutral,,,,,,,
"hàng chính hãng , yên_tâm chất_lượng . vận_chuyển mất 2 3 ngày , màu xanh rất đẹp phù_hợp nam_nữ . được tặng củ sạc nhanh",,,,,Positive,,,,,,
Mình sẽ có đánh_giá chi_tiết hơn về phần_mềm sau một tuần sử_dụng .,,,,,,,,,,Neutral,
"Máy chạy mượt , pin khoẻ dùng cả ngày thoải_mái . Màn_hình sắc nét , chụp hình đẹp . Máy thiết_kế sang_trọng , cầm_chắc tay . Giao hàng nhanh , đóng_gói kỹ_càng , đầy_đủ phụ_kiện .",Positive,Positive,Positive,Positive,Positive,Positive,,,Positive,,
"Chất_lượng sản_phẩm : tốt Xử_lý khá , màn khá , pin trâu , tốt trong tầm giá",Positive,,,Positive,,,Positive,,,,
Sản_phẩm đúng với mô_tả của cửa_hàng hàng chính hãng . Cám_ơn cửa_hàng nhé,,,,,,,,,,Positive,
cửa_hàng bán điện_thoại hư không sài được mọi người không nên mua,,,,,,,,,,Negative,
"Điện_thoại nứt màn_hình còn loạn cảm_ứng nữa , chán thiệt chứ",,,,Negative,,,,,,,
Nhóm màu : màu ngẫu_nhiên sản_phẩm : nhận hàng ưng_ý . máy mới 99% . cửa_hàng cũng có test giúp trc khi gửi như lời mình yêu_cầu . mua về cho nhóc tập nhắn_tin zalo và liên_lạc với mẹ trong vài trường_hợp cần_thiết . trong tầm giá này thì chiếc điện_thoại này đáng để mua . cửa_hàng làm_ăn uy_tín nhé .,,,,,,,Positive,,,Positive,
"kém thông_tin mập_mờ hướng_dẫn sử_dụng bằng tiếng nước_ngoài ,",,,,,,,,,,,Neutral
giá sản_phẩm được điều_chỉnh theo chương_trình khuyến_mãi,,,,,,,Neutral,,,,
Tính_năng nổi_bật : tốt Đúng với mô_tả : tốt Chất_lượng sản_phẩm : tốt Vận_chuyển hàng nhanh . Đóng_gói cẩn_thận . Chất_lượng phải chờ thời_gian . Sẽ quay lại khi có nhu_cầu . Cảm_ơn cửa_hàng .,,,,,,Positive,,,Positive,,
Đúng với mô_tả : đặt đen giao trắng không thấy báo lý_do Tính_năng nổi_bật : f22 nocam đặt đen giao trắng . Sử_dụng trắng công_trường dễ bẩn,,,,,,,,,,Negative,
Đã nhật được hàng thử sử_dụng thì được như chất_lượng thì chưa biết nếu sử_dụng tốt lần sau ủng_hộ cửa_hàng,,,,,,,,,,Neutral,
"phế_phẩm quảng_cáo phóng_đại chơi game nhẹ mà nóng như lò_sưởi , tay cầm không nổi ,",,,,,,,,,,Negative,
máy dựng tới khay sim được cạo sơn màu hồng rồi sơn lại thành màu đen bên trong còn không có ống heatpipe dựng cẩu_thả quá,,,,,,,,,,Negative,
Phiên_bản : mỹ 2 sim 128gb tốt,,,,,,,,,,Positive,
"Lâu quá quên nhận_xét máy sử_dụng ổn_áp , máy mới_tinh đóng_gói cẩn_thận",,,,,,Positive,,,,,
máy mới lướt siêu đẹp giá ngon bổ rẻ 10đ không có nhưng,,,,,Positive,,Positive,,,,
"Đóng_gói cẩn_thận , giao hàng nhanh kể_cả khi đang sale lớn .",,,,,,Positive,,,Positive,,
Đúng sản_phẩm * * * sản_phẩm chinhd hãng * * * bảo_hành hãng rất oke,,,,,,,,Positive,,Positive,
"Nhóm màu : pink Dung_lượng lưu_trữ : 128gb thiết_kế mượt_mà , rất ưng ! , màu_sắc tuyệt đẹp , khó lựa_chọn ! , chất_lượng camera ấn_tượng ! , độ_phân_giải màn_hình tuyệt_vời . , giao hàng nhanh_chóng và an_toàn . , sử_dụng vật_liệu chất_lượng cao . ,",,Positive,,Positive,Positive,,,,Positive,,
hiệu_năng yếu_kém . thường_xuyên bị quá_tải . chăm_sóc khách_hàng thờ_ơ . lag lòi cả mắt không làm_ăn gì được . pin thì mau hết . chăm_sóc khách_hàng chỉ biết xin_lỗi suông không giải_quyết,Negative,,Negative,,,,,Negative,,,
Nhóm màu : desert Dung_lượng lưu_trữ : 1tb mọi thứ đều tốt.tôi rất hài_lòng,,,,,,,,,,Positive,
"Cũng đẹp nhưng loa nó bị zè quá mức , với cả màm như kiểu sắp hỏng ấy ‍↔️",,,,Negative,,,,,,Negative,
Săn sale được giá rẻ hơn so với các tiệm bán nên mua,,,,,,,Positive,,,,
"Tốt , giao hàng nhanh",,,,,,,,,Positive,,
"chỉ nghe , gọi thôi , sử_dụng 30 phút là có máy nóng , camera rất mờ , có_thể đã hỏng hoặc đã đổi . mùa về cho bea lớp 9 bé chê , mình nghỉ trả lại cho cửa_hàng thì thấy cũng phiền , để mình yêu_cầu cửa_hàng đổi cho mình sem có được không . niếu được thì tốt mình sẽ sữa lại đánh_giá .",,Negative,,,,,,Neutral,,,
Đúng với mô_tả : tốt Nha,,,,,,,,,,Positive,
"pin chai rất nhanh . chỉ còn 85% sau 5 tháng . tuổi_thọ pin ngắn . pin tụt quá nhanh , dùng chưa được 5 tháng đã thấy kém hẳn rồi . chăm_sóc khách_hàng bảo là do cách dùng . hiệu_năng tạm được",Negative,,Positive,,,,,Negative,,,
"Máy sử_dụng ổn , chơi game hơi nóng 1 xíu sử_dụng quạt hoặc ngồi máy_lạnh sẽ cải_thiện",,,Negative,,,,,,,Positive,
"Mức giá_như vậy khiến mình phải suy_nghĩ lại , nếu có mẫu khác giá thấp hơn chắc mình chọn khác .",,,,,,,Negative,,,,
Variation 3 : bạc variation 1 : không hộp ( mới 100% ) lần đầu_tiên mua qua mạng hơi sợ xíu nhưng lúc bốc hàng máy mới không một vét xướt mua với giá 2 triệu 7 là quá ngon rồ sạc kèm theo là hiệu hoco sẽ ủng_hộ cho lần tiếp_theo,,,,,Negative,,Positive,,,,
"Nhóm màu : pink Dung_lượng lưu_trữ : 128gb hàng nhận được đúng như mô_tả , đóng_gói cẩn_thận . Giao hàng nhanh",,,,,,Positive,,,Positive,,
chăm_sóc khách_hàng chu_đáo ... đóng hàng đẹp sản_phẩm tốt từ a đến z nhé ... mình đã sử_dụng được 2 tuần rồi mọi người nên mua . mua ở cửa_hàng này thì mọi người yên_tâm,,,,,,Positive,,Positive,,,
"cửa_hàng giao hàng nhanh đóng_gói cẩn_thận , tư_vấn nhiệt_tình , hàng như hình , vừa bóc xong , xài thử xem Tn , hy_vọng OK . không nhận hàng nên không có ảnh chụp thật",,,,,,Positive,,Positive,Positive,,
Sop uy_tín sản_phẩm giống như mo ta chất_lượng sản_phẩm rất tuyệt_vời hàng không có suoc sát gì giống như mới màn_hình không am gì mọi người nên ủng_hộ hẹn gặp lại lần sau sẽ ủng_hộ tiếp cảm_ơn nhiều,,,,Positive,Positive,,,,,Positive,
Chất_lượng sản_phẩm : lag khi mở nhiều app . Đúng với mô_tả : ram không đủ . Tính_năng nổi_bật : đa_nhiệm kém . Pin mau hết dù không sử_dụng . Ship không gọi báo trước . Đóng hàng móp góc hộp,Negative,,Negative,,,Negative,,,Negative,,
Đóng_gói sản_phẩm chắc_chắn . Giao hnagf nhanh . sản_phẩm nhận được nguyên_vẹn . Sử_dụng máy mượt . Có lúc có độ trễ thông_báo chút nhưng không đáng_kể . Cam zoom to rõ nét nhưng chụp lại thì nhìn không được thật hơi kì,,Neutral,Positive,,,Positive,,,Positive,,
Hơi đắt so với chất_lượng bên ngoài máy trầy loang_lổ nhìn rất mất thẩm_mỹ,,,,,Negative,,Negative,,,,
sản phẩm gửi chỉ có máy không . không có sạc pin kèm theo,,,,,,,,,,Negative,
"Đúng mẫu , đúng màu máy mượt không bị đơ tôi mua cái thứ 4 rồi . Dùng để chạy shiper khá tốt không bị nóng máy",,,Positive,,,,,,,,
"Không giải_quyết sớm vấn_đề của khách , sài cả 2 tuần rồi mà không hỗ_trợ kích_hoạt bảo_hành được cho khách nên không biết sản_phẩm phải chính hãng không , hối cửa_hàng kích_hoạt miết cả 2 tuần trời nhưng cửa_hàng cứ kiu đợi miết , mỗi lần chat cho cửa_hàng là gặp chat bot rồi gặp nhân_viên khác nhau nên 1 vấn_đề mà cứ phải nói đi nói lại miết không biết khi nào mới xử_lý xong",,,,,,,,Negative,,,
Màu_sắc : đen Phân_loại : bản 2 sim rất tốt sau_này e sẽ ủng_hộ cửa_hàng nhiều hơn,,,,,,,,,,Positive,
Chất_lượng sản_phẩm tốt . Đúng với mô_tả . Mình đã mua nhiều lần rồi,,,,,,,,,,Positive,
không nên mua nha mọi người sài lag sạc pin không vào,Negative,,Negative,,,,,,,,
